,open,high,low,close,volume
2020-03-29,5551.228686961743,5591.311336445952,5429.789416498673,5545.812187436357,41624012405.41805
2020-03-30,5691.523619729756,5796.05415261452,5613.324926254542,5670.763203250199,45372887740.01509
2020-03-31,5729.607131230208,5712.964681925701,5560.087123635695,5704.124881444883,30433627737.329136
2020-04-01,5913.148435513305,5945.323178652894,5880.998913609071,5936.544010879196,44645272800.85448
2020-04-02,5761.749539336768,5848.708397472652,5630.489519030968,5781.706335309883,20508306475.270817
2020-04-03,5742.91965518032,5778.121298955343,5618.92630836394,5717.4918956274805,19634903356.480755
2020-04-04,5652.590689200628,5692.64992792691,5511.89603517414,5639.251871909033,16592598948.57921
2020-04-05,5340.78202258895,5398.777922166719,5280.242830284173,5320.405199220015,24256019568.15657
2020-04-06,5378.025014475596,5445.96693976987,5274.6462649653195,5394.065204086009,41318995899.73998
2020-04-07,5465.962522358064,5492.67794983766,5441.800410955504,5461.17930089453,39166493270.03793
2020-04-08,5484.227489493,5524.032515144729,5455.455930448529,5473.218679639192,22155221877.810616
2020-04-09,5442.592381353079,5591.701259817825,5301.839866334288,5432.807249782795,28270054740.177162
2020-04-10,5131.377990353752,5199.440939125918,5076.595685091846,5136.095407140683,31432393148.72034
2020-04-11,5035.42784806494,5127.455331557397,4921.465561815702,5059.94861754335,15263199161.609234
2020-04-12,5004.850687488612,5087.197722695096,4909.421518850027,5000.7038010139695,12451554080.1003
2020-04-13,4838.252032802825,4993.309952370761,4808.513526939152,4850.227169029451,34823880170.09913
2020-04-14,4826.23468799733,4863.634873660051,4779.301087152883,4828.636729739561,23619111696.700752
2020-04-15,4938.830809262011,5016.816919794419,4860.98168303484,4916.334595514937,31978229612.044327
2020-04-16,5291.743912476029,5410.871210710964,5183.0786908977,5297.092104693721,14534081565.52689
2020-04-17,5362.837775610231,5442.055054831201,5244.9488163636925,5344.676479063358,22400506549.050545
2020-04-18,5393.57549018782,5424.80417124765,5264.823446783854,5410.426772640266,10538674631.849997
2020-04-19,5414.457984066015,5514.89386558131,5359.574660916467,5405.136259154547,10793254806.474325
2020-04-20,5024.953320922855,5010.714054348805,4926.664718450633,5001.09773691946,15199122984.255508
2020-04-21,4985.8675738883285,5095.321047685919,4962.0601981734035,5005.795993093057,10712554243.893797
2020-04-22,5003.146568547383,5139.423077774751,4914.581215506141,5027.8675908226805,7386780287.9604025
2020-04-23,5529.642458452425,5568.338435276714,5421.174599600584,5533.317533432901,8510592746.871462
2020-04-24,5479.395431154094,5640.7216873670795,5391.917807100555,5501.808396532909,4436439379.508505
2020-04-25,5593.032036982727,5584.2547164247835,5416.107655767462,5579.174241326105,13824684539.081085
2020-04-26,5605.72860531104,5723.90580748632,5472.226360387169,5582.586069352345,9998067527.907799
2020-04-27,5329.2628948928,5406.426438338985,5301.313400769925,5332.7814121961355,4299373391.910856
2020-04-28,5573.74262462044,5623.695321975026,5570.009456414039,5587.223945527702,4865043707.996558
2020-04-29,5762.664525321104,5789.589861225798,5683.102065010188,5766.447123245191,3742534826.6024613
2020-04-30,5973.756241447302,6130.90161484525,5863.074325409003,5960.4377733085375,8391216741.520796
2020-05-01,5727.288147954832,5768.091656654942,5588.20078692238,5755.544755409896,3054300069.6363635
2020-05-02,6095.457419092902,6126.384088024239,6067.940259951044,6090.009662489801,8087875103.029669
2020-05-03,5767.224613179683,5820.809208447246,5590.125711870763,5760.698221103717,1966321029.900949
2020-05-04,5915.581743623105,6017.368033546635,5897.6563015482025,5907.4478821978155,3256333535.9079103
2020-05-05,6420.2571909101325,6542.067172288241,6338.227526879245,6436.86287587179,6627154427.313548
2020-05-06,6207.958663047735,6218.048449216513,6072.403214748095,6194.698741686085,4975315456.923949
2020-05-07,6041.977061892914,6119.49774563335,6052.9739142849485,6066.766385849858,1454253932.579182
2020-05-08,6084.728601593628,6146.796032526564,5924.455716490141,6103.082380702267,4185982053.3967714
2020-05-09,6014.997843292565,6030.767297437604,5917.130597028803,5992.378409713707,2491666135.06312
2020-05-10,5646.123187181125,5702.151977465637,5556.455166367038,5632.676683931004,3114227607.2537136
2020-05-11,5631.870725757475,5778.921411888879,5526.84465626303,5659.389760081699,2013499487.7879348
2020-05-12,5416.565164167674,5465.65348518715,5337.190749798511,5430.228909219532,1803951449.2653823
2020-05-13,5528.1247947842485,5604.943548388631,5486.12296719013,5543.95797935888,1924145220.7271688
2020-05-14,5338.891411774437,5413.911725641529,5307.351017169407,5351.155922525741,579538310.4131356
2020-05-15,5679.242884248817,5860.402912721446,5522.929830915046,5693.615861208233,785498169.2799025
2020-05-16,5502.443843011155,5684.903742523198,5516.151742728425,5526.6213581870825,454255609.9713144
2020-05-17,5464.233611063058,5597.696156381807,5329.4650056216715,5466.47811873896,122712820.99284986
2020-05-18,5668.455800018489,5696.293605317124,5525.2641976737295,5655.2940376951865,66741772.651876494
2020-05-19,5393.919525893716,5399.166536238275,5269.112762087098,5388.168640572948,46128029.09461221
2020-05-20,5457.386671676106,5499.763191799366,5290.710904578579,5447.968677318924,37585016.21722979
2020-05-21,5719.657926295147,5789.687285832887,5592.607351962455,5743.715525958164,2508443.435734408
2020-05-22,5410.2026750290115,5467.631659539054,5383.6803678007245,5385.885900527409,7048485.692564925
2020-05-23,5454.836234466338,5563.27634985975,5324.750970646908,5436.434348145628,16603302.617877487
2020-05-24,5520.612270748462,5645.54231218659,5357.743923051681,5503.820646807687,110352334.26369976
2020-05-25,5705.316726288271,5831.0897666226165,5534.593953313985,5686.94880265468,343218087.317855
2020-05-26,5440.383370240779,5475.393953501113,5371.353598991722,5416.943685693151,307663543.39495444
2020-05-27,5143.9393988134225,5247.669851242047,5119.231236589563,5141.664008565392,614104140.0421523
2020-05-28,5243.530215440253,5308.651866707821,5142.056090122461,5259.293263082789,1001357436.0328194
2020-05-29,5338.51626876541,5342.032008056334,5175.66522527521,5332.28902925592,1329824621.1689608
2020-05-30,5409.488430705543,5509.959035529477,5270.606536117675,5396.381618426686,1263949494.8634553
2020-05-31,5494.999580964246,5483.573278275503,5326.792837783678,5481.957051642193,2262972658.654301
2020-06-01,5344.952507343061,5409.404087856894,5200.067799097466,5343.806313035548,1593252106.8131948
2020-06-02,5380.817587332282,5457.539014041244,5311.972407880515,5404.138676586212,3378972714.8026342
2020-06-03,5471.238306692419,5592.2550123456585,5351.736999996004,5478.299125459232,1711805350.238756
2020-06-04,5355.156792509484,5455.303635864949,5255.278762797264,5332.718493764374,2151019597.4659266
2020-06-05,5746.21846470273,5793.747534442852,5612.790884622218,5741.369940382936,1413091900.2237866
2020-06-06,5863.917576099531,6004.3953921221855,5851.214161052004,5861.670683819173,5547875519.76264
2020-06-07,5581.142370932801,5643.39862709618,5578.288184854269,5594.072873783451,3994838068.4412847
2020-06-08,5744.606322625788,5829.193766872265,5677.419177231907,5752.173368820743,3214538204.9753017
2020-06-09,5561.316062995521,5660.233943833028,5432.132771827142,5539.416197696012,3597443370.3804584
2020-06-10,5734.424432224404,5843.901456526879,5618.608532044812,5724.894598208527,9511128839.947325
2020-06-11,6018.905876442365,6179.433323749514,5895.762048710252,6001.6578902756555,9852173766.093443
2020-06-12,5813.987461837392,5855.933464636689,5769.1058105243865,5816.643025602396,7997295345.565638
2020-06-13,6060.304023331097,6172.6797171180615,5952.853565033492,6052.420913381634,9396735867.130898
2020-06-14,6148.9479232506665,6277.209480328775,6137.963241919756,6164.458711801817,8531386867.411152
2020-06-15,6392.597218667718,6554.625705320993,6368.7904634234355,6379.489865821551,8174050374.112628
2020-06-16,6871.293380960335,6908.5273671023715,6739.285269586784,6876.271709969286,16001374029.01601
2020-06-17,6818.6101894773865,6976.40500561773,6732.61478607467,6822.530038987897,5540037401.076314
2020-06-18,6640.380380414438,6743.516398078896,6450.473319162014,6630.479594153852,10559626185.634575
2020-06-19,6435.780357883161,6460.624581102808,6254.12664734154,6407.824262368663,10031490327.245771
2020-06-20,6184.455245626899,6299.946256276514,6102.238777939228,6211.537153393743,13446197396.993256
2020-06-21,6224.953101900803,6266.933967550326,6057.042739244059,6204.803422395896,13514041409.909245
2020-06-22,6288.8004907763525,6411.407247435366,6278.547221846377,6301.884266876665,15566754697.211767
2020-06-23,6380.654657416462,6554.502634883718,6223.024021619346,6384.234971213913,8350470824.501976
2020-06-24,6576.647612066718,6721.103861777228,6500.327000298567,6608.240730200266,17252118930.376583
2020-06-25,6611.713510473565,6750.446818626499,6546.527974874009,6624.893996919756,11727856210.521582
2020-06-26,7023.508952895853,7132.624180702933,6958.399962517386,7023.324152196708,10877799711.890759
2020-06-27,6932.11642297224,6973.707964640854,6834.148962358293,6963.019971344141,8276881395.108529
2020-06-28,7733.8809935655645,7788.60152273881,7704.195829278159,7734.569700582752,27898171664.33434
2020-06-29,7977.537549106881,8060.857637483143,7840.736425009704,7943.609548410606,19526165961.583477
2020-06-30,7656.8057946577355,7758.684429149284,7557.882308578925,7687.1397695218,26395371986.26565
2020-07-01,7392.72785982327,7413.435581189092,7166.9065554130075,7373.2300366317195,30703045077.394787
2020-07-02,7523.469685756361,7644.159419050877,7409.340688453458,7530.2717008616755,30401200571.92974
2020-07-03,7489.626750512099,7550.442194825405,7437.806580500962,7478.022824721999,24517435748.592983
2020-07-04,7688.073860343913,7766.224944217383,7617.434566946448,7706.5513500387815,22549581207.070747
2020-07-05,7841.055031694408,7977.362624437363,7828.230057645919,7867.845654920717,22957970982.437077
2020-07-06,7833.971197336931,7892.092151874938,7741.338997427789,7860.66108047056,33827859351.28974
2020-07-07,7577.441952730074,7821.9359809530615,7408.869486147208,7610.12806571921,29299676969.565334
2020-07-08,7141.700101665106,7350.713356141145,6952.226000783111,7164.221066656299,44704517929.01316
2020-07-09,7062.170674950205,7200.266561972804,6903.2107901248955,7050.592235742589,47243197272.382256
2020-07-10,7334.105316639673,7329.49880971632,7240.021742692472,7306.21816781233,18225142578.592365
2020-07-11,7406.592381712846,7555.257573923565,7336.941382365912,7383.399228267119,17249955060.795303
2020-07-12,7043.269970486017,7200.658927868623,6881.723451914289,7030.254557229072,40483810151.68571
2020-07-13,7065.38317851532,7256.388291618376,6985.695272309184,7093.015306071146,26071954701.9694
2020-07-14,7201.310481415072,7241.196945738189,7091.198543122296,7216.523819567764,13053825943.46332
2020-07-15,6962.554204214418,7110.575351265818,6852.459098307662,6975.821737548997,56820427198.81784
2020-07-16,7015.083041287638,7208.693610684253,6870.497665246694,7032.667738450568,24411591639.40475
2020-07-17,7064.167442867873,7185.444852462433,6880.110463226982,7063.107576979939,61867014155.07804
2020-07-18,6756.718322627976,6885.2981131654715,6591.542303758306,6754.316905299079,51972004909.60268
2020-07-19,6854.665859978805,6958.882852128151,6669.950068934361,6864.489907769787,55661561572.16427
2020-07-20,7021.917039316267,7143.7381270786855,6863.031753560545,7032.198876452855,25369425861.058887
2020-07-21,7375.064378280932,7358.493581999723,7132.414217126042,7350.912543621683,27794673936.05142
2020-07-22,7697.675225250347,7822.6008950312735,7589.64162158068,7675.470637620831,45192104523.38287
2020-07-23,7253.882034758953,7285.609534202325,7118.796694213307,7267.851147611901,25226601014.311935
2020-07-24,7038.7534651158,7101.22821787581,7004.1004740917215,7009.747938202873,33832753401.10535
2020-07-25,7200.636717194912,7231.112246299506,6994.7907360752115,7168.178130175986,35451992317.25419
2020-07-26,7317.131376500094,7449.767693674249,7185.981877216814,7329.83085511316,25863047013.193886
2020-07-27,7484.587437213545,7525.49967408095,7351.099984878991,7495.499013741015,29228277302.95105
2020-07-28,8666.104049394946,8845.421295385691,8407.844463384059,8665.615815304953,67775736108.66096
2020-07-29,8920.00695768789,9092.64267167912,8837.992746942045,8880.831760466373,27651517601.034275
2020-07-30,9336.989294035551,9347.569735047586,9031.852955325836,9301.984120123714,18731796021.06264
2020-07-31,9637.098713280013,9705.831061010895,9658.188664132624,9675.55245854731,59998391181.58937
2020-08-01,9936.336292583923,9990.42967542333,9914.800258863856,9947.006372386326,84787474285.85965
2020-08-02,9846.713482525465,10100.427477899919,9704.326689577616,9841.4609777129,40717005660.40619
2020-08-03,10160.236794998587,10320.909334507216,10020.807584955952,10159.918538339114,26144359901.067997
2020-08-04,9835.960752446888,10004.466945158436,9763.688205131268,9866.164726452744,58860095256.83597
2020-08-05,9827.574308229456,9823.786464783907,9612.36916889671,9792.43740053021,83882008488.23499
2020-08-06,9638.931665844417,9809.40560562656,9520.074761911985,9621.90658898664,75793896354.41533
2020-08-07,9705.346549357795,9924.537810252905,9395.47284507696,9672.66181501377,64581412599.61693
2020-08-08,10625.547915913106,10850.617634883703,10287.103594981623,10587.56351995009,42209649542.89845
2020-08-09,9842.330539900433,10002.344253897585,9658.080602858254,9817.947093583713,59663208262.34603
2020-08-10,10100.945598410319,10129.915099541744,9970.529404229414,10107.089637432066,25916973713.53374
2020-08-11,9485.783908830726,9507.259159692378,9443.420385367523,9475.309261914004,71076378844.97812
2020-08-12,9283.753571951553,9329.1718414038,9065.178753854734,9315.391865281556,75118532188.27116
2020-08-13,9756.695396667934,9815.01645895125,9687.961590748762,9739.78271031945,94189250279.19983
2020-08-14,9752.922372066712,9824.125808492405,9552.431073823818,9784.305212484289,39791216797.28432
2020-08-15,9400.27096398633,9455.268171347161,9211.531899022992,9382.0744689724,21036333173.22479
2020-08-16,9107.703140885285,9237.892405762881,8945.165568582463,9132.397311181976,62627741935.238106
2020-08-17,9362.970338541889,9664.806861838393,9229.779659210779,9398.916372006595,75615374231.06128
2020-08-18,9112.52454152168,9310.550402501449,8910.114156892365,9143.128009054068,82504636903.07443
2020-08-19,9194.559800577375,9472.0478358872,9102.959616263419,9240.578608800466,35289106030.97609
2020-08-20,9296.194250117214,9473.578746265104,9220.705842916686,9275.904172777222,40791428527.52862
2020-08-21,9073.727229262942,9083.24236029421,8901.02012341995,9052.68868578918,60891069484.48866
2020-08-22,9848.60290591435,10064.533569481366,9696.652532362548,9847.132399176759,46414235403.38611
2020-08-23,10082.259752359314,10200.009329689341,10070.619682122107,10116.518045699999,88831449880.47214
2020-08-24,9278.454114806646,9495.897352427866,9235.093472125622,9317.255420869908,57898483124.61593
2020-08-25,9360.151884472143,9501.585934765331,9261.605538902022,9405.379630712849,83921845728.30505
2020-08-26,9144.547944891332,9449.832036087035,8970.89218351214,9175.216272549713,66345032575.69068
2020-08-27,9543.573470748108,9581.58002212983,9473.599082990037,9506.41711328226,81587663880.77666
2020-08-28,9200.227819961918,9301.310197740617,9107.020853657883,9224.068639090114,46365812433.55097
2020-08-29,9186.775998886102,9457.05396431955,8985.215761298407,9200.18330390847,85819473428.22546
2020-08-30,9367.307713015018,9411.375683772425,9198.217488327802,9404.422691826774,41492991746.3298
2020-08-31,9721.841906180991,9952.66736794051,9691.331522996366,9748.908648955243,62729077212.46406
2020-09-01,9302.131216364754,9502.716797687463,9033.650033763764,9300.343265290916,36401068448.69648
2020-09-02,9204.412224908336,9425.20750700923,9192.323646428944,9194.504899182104,56634920832.677216
2020-09-03,9015.20281529696,9302.434289439345,8802.416285103829,9038.218429367947,44106999625.65889
2020-09-04,8781.089118721035,9078.244697419866,8766.136708683853,8820.097573814983,39866871341.35456
2020-09-05,9450.287974395846,9479.12362815645,9288.823312279459,9460.596915417998,93272031351.86478
2020-09-06,9607.169272725947,9870.270603931735,9486.031873244641,9632.77285826955,31201256528.386642
2020-09-07,9140.49978940723,9343.932355488872,9133.386612692253,9166.206054676242,78309557648.30946
2020-09-08,9564.854799899358,9705.972647685177,9353.379509949733,9521.070936243612,92386162399.08992
2020-09-09,10360.35621338251,10388.167253178979,10204.736171741546,10348.32106569795,20022359881.430202
2020-09-10,10802.529806019058,11006.979194963295,10488.465068372998,10796.388988043855,69727616292.07472
2020-09-11,10153.27460559167,10461.348128304444,9857.694036425259,10161.833399252324,36573896895.64099
2020-09-12,9978.233685105237,10258.473074486694,9759.101179112984,9985.328827062498,20897544337.139675
2020-09-13,10515.62011752683,10649.795754494178,10410.595657354173,10511.320461488625,46432989825.30968
2020-09-14,10254.905681854189,10247.067268339035,9964.991099927352,10234.801481054425,83278568495.40616
2020-09-15,10458.065155459579,10550.404592159768,10159.478111722217,10436.967233637004,18160184799.794567
2020-09-16,10745.838928166602,11048.519606550975,10590.717225182823,10781.234377452332,57357274843.76522
2020-09-17,10403.07038924448,10621.990748645349,10293.15150122711,10403.058659579809,50720801619.40861
2020-09-18,10389.93938477551,10542.397694687064,10309.269225357883,10399.094946065237,74726131956.4255
2020-09-19,9105.256147933527,9086.639107465755,8848.059191124044,9071.643263359023,21879125406.62381
2020-09-20,8729.528575421327,8829.72234133068,8477.344893154617,8718.071380062602,60050776940.024506
2020-09-21,8650.242002727891,8769.107063360165,8631.968859423276,8647.431235935686,58965874092.890915
2020-09-22,8201.45630212873,8462.468638731152,8050.510626647421,8233.121327871635,57260921784.298615
2020-09-23,8796.463776150898,8956.181375808143,8748.521056516864,8787.181183417712,72951080041.08844
2020-09-24,8270.299055040728,8379.700104419444,8268.079946303144,8302.079089542836,64429070473.76731
2020-09-25,8159.247505389768,8301.347605593763,8116.779754835631,8172.551882462895,17190186684.58935
2020-09-26,8202.23640160898,8247.948650462245,8026.380567320494,8231.63635226837,41599412042.38005
2020-09-27,8739.41506231409,8977.162623297181,8676.030164428052,8722.661128966109,36599459529.23175
2020-09-28,8214.922637108593,8328.12224733987,8182.089688480944,8239.124892318177,30954276919.369926
2020-09-29,8629.598993909107,8762.789238473215,8534.424607809404,8638.9411990717,37886377432.5733
2020-09-30,8694.019661073293,8752.055361204177,8487.565150412334,8659.755193967232,33462580429.893566
2020-10-01,8312.438310401893,8507.794564645117,8152.633760809494,8337.089718801717,35135726055.399284
2020-10-02,8508.531867736565,8676.89333335188,8283.742307678744,8507.867823211434,61721477633.90918
2020-10-03,8585.689817375287,8777.021425300576,8466.252269431412,8592.62650201257,16564433976.121046
2020-10-04,8363.0196626642,8471.11454013825,8298.95619381673,8403.514177191399,55811193086.74814
2020-10-05,8468.504382247213,8523.747617000232,8281.496412583574,8443.784517978227,33808596965.76734
2020-10-06,8294.631119468613,8361.834168902755,8199.415747176517,8330.53188766427,39299333318.27808
2020-10-07,8382.860624544628,8549.913259879428,8224.911038363787,8385.01934601634,47152891560.90199
2020-10-08,8629.10134170531,8634.164681141216,8530.99102843472,8623.868525326365,25836714528.24199
2020-10-09,9200.020388167459,9352.969391164039,9161.002717943973,9188.220282432787,27891186013.945274
2020-10-10,8768.172270246845,8980.002445555025,8532.15119920372,8751.66386410843,26155044911.96798
2020-10-11,9492.392554772408,9770.182145865685,9339.277820114467,9515.870836073309,23942780032.52022
2020-10-12,8748.787934559427,8910.306411241863,8565.268817844444,8791.869963308229,43487479039.57681
2020-10-13,8775.639604529708,8876.7256327823,8657.554099509369,8756.074710517994,38481446218.11567
2020-10-14,8982.842671033433,9000.375505044192,8906.60147312843,8979.640836477518,12329307658.86374
2020-10-15,9129.110124709567,9281.617598369638,9079.943542156901,9098.528360159737,11827714446.359251
2020-10-16,8918.671192315971,9109.131784815208,8697.772438550088,8890.099447242235,21500752242.16038
2020-10-17,8864.199535235319,8898.70807844656,8820.675713161498,8833.870546022317,10605644551.286043
2020-10-18,8676.040643538763,8787.007083988547,8433.482548840122,8677.334029680598,25316312451.632614
2020-10-19,8475.998947620823,8703.779605442583,8389.01025626733,8490.124103286902,10965373420.182367
2020-10-20,8821.277831945952,9027.078344697697,8546.839991648225,8795.633441178326,20536877324.07537
2020-10-21,8934.478064641624,9004.044150191134,8910.345761896928,8938.83180195559,6518168191.982724
